data_ID, Condition, Dimension, Video_ID
_g4152pqlj, None, arousal, None_5
Timestamp,Rating
0.25,0
0.5,0
0.75,0
1,0
1.25,0
1.5,0
1.75,0
2,0
2.25,0
2.5,0
2.75,0
3,0
3.25,0
3.5,0
3.75,0
4,0
4.25,0
4.5,0
4.75,-1
5,-1
5.25,-1
5.5,-1
5.75,-1
6,0
6.25,0
6.5,1
6.75,1
7,1
7.25,1
7.5,1
7.75,1
8,2
8.25,2
8.5,2
8.75,2
9,2
9.25,2
9.5,2
9.75,2
10,2
10.25,2
10.5,2
10.75,3
11,3
11.25,3
11.5,3
11.75,3
12,3
12.25,4
12.5,4
12.75,4
13,4
13.25,4
13.5,4
13.75,4
14,5
14.25,5
14.5,5
14.75,6
15,6
15.25,6
15.5,6
15.75,6
16,6
16.25,6
16.5,6
16.75,6
17,6
17.25,6
17.5,6
17.75,6
18,6
18.25,6
18.5,6
18.75,7
19,8
19.25,8
19.5,8
19.75,8
20,8
20.25,9
20.5,9
20.75,9
21,9
21.25,10
21.5,10
21.75,10
22,11
22.25,12
22.5,12
22.75,12
23,12
23.25,12
23.5,12
23.75,12
24,12
24.25,12
24.5,11
24.75,11
25,11
25.25,11
25.5,10
25.75,10
26,10
26.25,10
26.5,10
26.75,9
27,9
27.25,9
27.5,9
27.75,9
28,8
28.25,9
28.5,10
28.75,10
29,10
29.25,10
29.5,10
29.75,11
30,11
30.25,12
30.5,13
30.75,14
31,15
31.25,15
31.5,15
31.75,15
32,15
32.25,15
32.5,15
32.75,15
33,15
33.25,15
33.5,15
33.75,14
34,14
34.25,14
34.5,13
34.75,13
35,12
35.25,12
35.5,12
35.75,11
36,11
36.25,11
36.5,10
36.75,10
37,10
37.25,11
37.5,11
37.75,11
38,11
38.25,12
38.5,12
38.75,13
39,14
39.25,14
39.5,14
39.75,13
40,13
40.25,12
40.5,12
40.75,11
41,11
41.25,10
41.5,10
41.75,9
42,9
42.25,10
42.5,11
42.75,12
43,12
43.25,13
43.5,14
43.75,15
44,16
44.25,16
44.5,16
44.75,17
45,17
45.25,17
45.5,16
45.75,16
46,15
46.25,14
46.5,13
46.75,12
47,11
47.25,10
47.5,10
47.75,10
48,10
48.25,11
48.5,12
48.75,13
49,14
49.25,15
49.5,15
49.75,15
50,16
50.25,15
50.5,14
50.75,13
51,13
51.25,13
51.5,12
51.75,11
52,11
52.25,11
52.5,11
52.75,11
53,10
53.25,10
53.5,10
53.75,10
54,9
54.25,9
54.5,10
54.75,10
55,11
55.25,11
55.5,11
55.75,12
56,12
56.25,12
56.5,13
56.75,13
57,14
57.25,15
57.5,15
57.75,15
58,15
58.25,15
58.5,15
58.75,15
59,15
59.25,15
59.5,15
59.75,15
60,16
60.25,16
60.5,15
60.75,16
61,17
61.25,18
61.5,19
61.75,20
62,20
62.25,20
62.5,20
62.75,19
63,19
63.25,19
63.5,19
63.75,20
64,20
64.25,21
64.5,21
64.75,22
65,22
65.25,22
65.5,23
65.75,23
66,23
66.25,23
66.5,22
66.75,22
67,22
67.25,22
67.5,22
67.75,22
68,21
68.25,21
68.5,20
68.75,20
69,20
69.25,19
69.5,19
69.75,19
70,19
70.25,19
70.5,18
70.75,18
71,18
71.25,17
71.5,17
71.75,17
72,17
72.25,16
72.5,16
72.75,16
73,16
73.25,16
73.5,16
73.75,15
74,15
74.25,15
74.5,15
74.75,15
75,14
75.25,15
75.5,15
75.75,15
76,15
76.25,15
76.5,16
76.75,16
77,17
77.25,17
77.5,17
77.75,18
78,18
78.25,18
78.5,18
78.75,18
79,18
79.25,18
79.5,18
79.75,19
80,19
80.25,19
80.5,19
80.75,19
81,19
81.25,19
81.5,20
81.75,20
82,20
82.25,20
82.5,21
82.75,22
83,23
83.25,23
83.5,22
83.75,22
84,21
84.25,21
84.5,20
84.75,20
85,19
85.25,19
85.5,18
85.75,17
86,17
86.25,16
86.5,16
86.75,16
87,15
87.25,15
87.5,15
87.75,15
88,15
88.25,14
88.5,14
88.75,14
89,14
89.25,14
89.5,13
89.75,13
90,13
90.25,13
90.5,12
90.75,12
91,12
91.25,12
91.5,13
91.75,13
92,14
92.25,14
92.5,15
92.75,16
93,16
93.25,17
93.5,17
