data_ID, Condition, Dimension, Video_ID
_qy0lmv81i, Sample, tension, undefined
Timestamp,Rating
0.25,0
0.5,0
0.75,0
1,0
1.25,0
1.5,0
1.75,0
2,0
2.25,0
2.5,0
2.75,0
3,0
3.25,0
3.5,0
3.75,0
4,0
4.25,0
4.5,0
4.75,0
5,0
5.25,0
5.5,0
5.75,0
6,0
6.25,0
6.5,0
6.75,0
7,0
7.25,0
7.5,0
7.75,-1
8,-1
8.25,-1
8.5,-1
8.75,-1
9,-1
9.25,-1
9.5,-1
9.75,-1
10,-1
10.25,-1
10.5,-1
10.75,-1
11,-1
11.25,-1
11.5,-1
11.75,-1
12,-1
12.25,-1
12.5,-1
12.75,-1
13,-1
13.25,0
13.5,0
13.75,1
14,2
14.25,3
14.5,4
14.75,4
15,4
15.25,4
15.5,4
15.75,4
16,4
16.25,3
16.5,3
16.75,3
17,3
17.25,3
17.5,3
17.75,3
18,2
18.25,2
18.5,2
18.75,2
19,1
19.25,1
19.5,1
19.75,0
20,0
20.25,1
20.5,1
20.75,1
21,1
21.25,1
21.5,1
21.75,1
22,1
22.25,1
22.5,1
22.75,1
23,1
23.25,1
23.5,1
23.75,1
24,1
24.25,1
24.5,0
24.75,0
25,0
25.25,0
25.5,0
25.75,0
26,0
26.25,0
26.5,0
26.75,0
27,0
27.25,0
27.5,0
27.75,0
28,0
28.25,0
28.5,0
28.75,0
29,0
29.25,0
29.5,0
29.75,0
30,0
30.25,0
30.5,0
30.75,0
31,0
31.25,0
31.5,0
31.75,0
32,0
32.25,0
32.5,0
32.75,0
33,0
33.25,0
