data_ID, Condition, Dimension, Video_ID
_l17c8jhmo, Linear, tension, Linear_1
Timestamp,Rating
0.25,0
0.5,0
0.75,0
1,0
1.25,0
1.5,0
1.75,0
2,0
2.25,0
2.5,0
2.75,0
3,0
3.25,0
3.5,0
3.75,1
4,2
4.25,3
4.5,3
4.75,4
5,5
5.25,6
5.5,7
5.75,8
6,9
6.25,10
6.5,11
6.75,11
7,11
7.25,11
7.5,10
7.75,9
8,9
8.25,8
8.5,7
8.75,6
9,6
9.25,6
9.5,6
9.75,6
10,6
10.25,6
10.5,6
10.75,6
11,6
11.25,6
11.5,6
11.75,6
12,6
12.25,6
12.5,6
12.75,6
13,6
13.25,6
13.5,6
13.75,6
14,7
14.25,8
14.5,9
14.75,10
15,11
15.25,12
15.5,13
15.75,13
16,13
16.25,12
16.5,11
16.75,10
17,9
17.25,8
17.5,8
17.75,8
18,8
18.25,8
18.5,8
18.75,8
19,8
19.25,9
19.5,10
19.75,11
20,12
20.25,13
20.5,14
20.75,15
21,15
21.25,15
21.5,14
21.75,13
22,12
22.25,11
22.5,10
22.75,9
23,10
23.25,11
23.5,12
23.75,13
24,14
24.25,15
24.5,16
24.75,17
25,18
25.25,19
25.5,19
25.75,18
26,17
26.25,16
26.5,15
26.75,14
27,13
27.25,12
27.5,11
27.75,10
28,9
28.25,9
28.5,9
28.75,9
29,9
29.25,8
29.5,7
29.75,6
30,5
30.25,4
30.5,3
30.75,3
31,3
31.25,4
31.5,5
31.75,6
32,7
32.25,8
32.5,9
32.75,10
33,11
33.25,12
33.5,13
33.75,13
34,14
34.25,15
34.5,16
34.75,17
35,18
35.25,19
35.5,20
35.75,21
36,22
36.25,23
36.5,23
36.75,22
37,21
37.25,20
37.5,19
37.75,19
38,18
38.25,17
38.5,16
38.75,15
39,14
39.25,13
39.5,12
39.75,11
40,11
40.25,11
40.5,11
40.75,10
41,10
41.25,10
41.5,10
41.75,10
42,10
42.25,10
42.5,10
42.75,9
43,8
43.25,7
43.5,6
43.75,5
44,4
44.25,5
44.5,5
44.75,6
45,7
45.25,8
45.5,9
45.75,10
46,11
46.25,12
46.5,13
46.75,14
47,14
47.25,15
47.5,15
47.75,16
48,17
48.25,18
48.5,19
48.75,20
49,21
49.25,22
49.5,23
49.75,24
50,25
50.25,24
50.5,24
50.75,23
51,22
51.25,21
51.5,20
51.75,19
52,18
52.25,17
52.5,16
52.75,15
53,16
53.25,16
53.5,17
53.75,18
54,19
54.25,20
54.5,21
54.75,21
55,20
55.25,20
55.5,19
55.75,18
56,17
56.25,16
56.5,15
56.75,14
57,13
57.25,12
57.5,11
57.75,10
58,9
58.25,8
58.5,7
58.75,6
59,5
59.25,5
59.5,5
59.75,5
60,4
60.25,4
60.5,4
60.75,4
61,4
61.25,4
61.5,4
61.75,4
62,3
62.25,3
62.5,3
62.75,3
63,3
63.25,2
63.5,2
63.75,2
64,2
64.25,3
64.5,3
64.75,4
65,5
65.25,6
65.5,6
65.75,7
66,7
66.25,7
66.5,7
66.75,7
67,7
67.25,7
67.5,7
67.75,7
68,7
68.25,8
68.5,8
68.75,9
69,10
69.25,11
69.5,12
69.75,13
70,14
70.25,15
70.5,14
70.75,14
71,13
71.25,12
71.5,13
71.75,13
72,14
72.25,15
72.5,16
72.75,17
73,18
73.25,19
73.5,20
73.75,21
74,22
74.25,23
74.5,24
74.75,24
75,23
75.25,22
75.5,21
75.75,20
76,19
76.25,18
76.5,17
76.75,16
77,15
77.25,14
77.5,13
77.75,12
78,11
78.25,10
78.5,9
78.75,8
79,7
79.25,8
79.5,8
79.75,9
80,10
80.25,10
80.5,9
80.75,9
81,8
81.25,7
81.5,7
81.75,8
82,9
82.25,10
82.5,11
82.75,12
83,13
83.25,14
83.5,15
83.75,16
84,17
84.25,18
84.5,19
84.75,20
85,21
85.25,22
85.5,21
85.75,21
86,20
86.25,19
86.5,18
86.75,17
87,16
87.25,15
87.5,14
87.75,13
88,12
88.25,11
88.5,10
88.75,9
89,8
89.25,7
89.5,6
89.75,5
90,6
90.25,6
90.5,7
90.75,8
91,9
91.25,10
91.5,11
91.75,12
92,13
92.25,13
92.5,12
92.75,12
93,11
93.25,10
93.5,9
