data_ID, Condition, Dimension, Video_ID
_g4152pqlj, Sample, arousal, undefined
Timestamp,Rating
0.25,0
0.5,0
0.75,0
1,0
1.25,0
1.5,0
1.75,0
2,0
2.25,0
2.5,0
2.75,0
3,0
3.25,0
3.5,0
3.75,0
4,0
4.25,0
4.5,0
4.75,0
5,0
5.25,0
5.5,0
5.75,1
6,1
6.25,1
6.5,1
6.75,1
7,1
7.25,1
7.5,1
7.75,1
8,1
8.25,1
8.5,1
8.75,1
9,2
9.25,2
9.5,2
9.75,2
10,2
10.25,2
10.5,2
10.75,2
11,3
11.25,3
11.5,3
11.75,3
12,3
12.25,4
12.5,4
12.75,4
13,4
13.25,4
13.5,4
13.75,4
14,4
14.25,4
14.5,5
14.75,5
15,5
15.25,5
15.5,6
15.75,7
16,8
16.25,9
16.5,10
16.75,11
17,11
17.25,12
17.5,12
17.75,12
18,11
18.25,11
18.5,10
18.75,10
19,11
19.25,10
19.5,9
19.75,9
20,8
20.25,8
20.5,8
20.75,7
21,7
21.25,8
21.5,7
21.75,6
22,6
22.25,6
22.5,6
22.75,6
23,6
23.25,6
23.5,7
23.75,7
24,8
24.25,9
24.5,9
24.75,10
25,10
25.25,11
25.5,12
25.75,12
26,13
26.25,12
26.5,12
26.75,11
27,11
27.25,11
27.5,10
27.75,9
28,8
28.25,8
28.5,8
28.75,8
29,8
29.25,9
29.5,9
29.75,9
30,9
30.25,8
30.5,7
30.75,6
31,6
31.25,6
31.5,6
31.75,6
32,7
32.25,8
32.5,9
32.75,9
33,10
33.25,11
