data_ID, Condition, Dimension, Video_ID
_62httvvop, None, valence, None_2
Timestamp,Rating
0.25,0
0.5,0
0.75,0
1,0
1.25,0
1.5,0
1.75,0
2,0
2.25,0
2.5,0
2.75,0
3,0
3.25,0
3.5,0
3.75,0
4,0
4.25,0
4.5,0
4.75,1
5,1
5.25,2
5.5,2
5.75,2
6,2
6.25,3
6.5,3
6.75,4
7,5
7.25,6
7.5,7
7.75,8
8,9
8.25,10
8.5,11
8.75,12
9,13
9.25,14
9.5,15
9.75,15
10,14
10.25,14
10.5,14
10.75,13
11,13
11.25,13
11.5,13
11.75,13
12,12
12.25,12
12.5,12
12.75,12
13,12
13.25,13
13.5,13
13.75,14
14,15
14.25,16
14.5,17
14.75,18
15,19
15.25,20
15.5,21
15.75,22
16,23
16.25,24
16.5,25
16.75,26
17,27
17.25,28
17.5,28
17.75,28
18,28
18.25,27
18.5,27
18.75,26
19,25
19.25,25
19.5,25
19.75,25
20,25
20.25,26
20.5,27
20.75,27
21,26
21.25,25
21.5,24
21.75,23
22,22
22.25,21
22.5,20
22.75,19
23,18
23.25,18
23.5,17
23.75,16
24,15
24.25,14
24.5,13
24.75,12
25,11
25.25,10
25.5,9
25.75,8
26,7
26.25,6
26.5,5
26.75,4
27,3
27.25,2
27.5,1
27.75,0
28,-1
28.25,-2
28.5,-3
28.75,-4
29,-5
29.25,-6
29.5,-7
29.75,-8
30,-9
30.25,-10
30.5,-11
30.75,-12
31,-13
31.25,-14
31.5,-15
31.75,-16
32,-17
32.25,-18
32.5,-19
32.75,-20
33,-21
33.25,-22
33.5,-23
33.75,-24
34,-25
34.25,-26
34.5,-27
34.75,-28
35,-29
35.25,-30
35.5,-31
35.75,-30
36,-30
36.25,-29
36.5,-29
36.75,-28
37,-27
37.25,-26
37.5,-25
37.75,-25
38,-24
38.25,-23
38.5,-22
38.75,-21
39,-20
39.25,-19
39.5,-18
39.75,-17
40,-16
40.25,-15
40.5,-14
40.75,-13
41,-12
41.25,-11
41.5,-10
41.75,-9
42,-8
42.25,-7
42.5,-6
42.75,-5
43,-4
43.25,-3
43.5,-2
43.75,-1
44,0
44.25,1
44.5,2
44.75,3
45,4
45.25,5
45.5,6
45.75,7
46,6
46.25,6
46.5,5
46.75,4
47,3
47.25,2
47.5,1
47.75,0
48,-1
48.25,-2
48.5,-3
48.75,-4
49,-5
49.25,-6
49.5,-7
49.75,-8
50,-9
50.25,-10
50.5,-11
50.75,-12
51,-13
51.25,-14
51.5,-15
51.75,-16
52,-17
52.25,-18
52.5,-19
52.75,-20
53,-21
53.25,-22
53.5,-23
53.75,-24
54,-25
54.25,-26
54.5,-27
54.75,-28
55,-29
55.25,-30
55.5,-31
55.75,-32
56,-33
56.25,-34
56.5,-35
56.75,-36
57,-37
57.25,-38
57.5,-39
57.75,-40
58,-41
58.25,-41
58.5,-40
58.75,-39
59,-39
59.25,-38
59.5,-37
59.75,-36
60,-35
60.25,-34
60.5,-33
60.75,-32
61,-31
61.25,-30
61.5,-29
61.75,-28
62,-27
62.25,-26
62.5,-25
62.75,-24
63,-23
63.25,-22
63.5,-21
63.75,-20
64,-19
64.25,-18
64.5,-17
64.75,-16
65,-15
65.25,-14
65.5,-13
65.75,-12
66,-11
66.25,-10
66.5,-9
66.75,-8
67,-7
67.25,-7
67.5,-7
67.75,-8
68,-9
68.25,-10
68.5,-10
68.75,-9
69,-9
69.25,-8
69.5,-7
69.75,-6
70,-5
70.25,-4
70.5,-3
70.75,-2
71,-1
71.25,0
71.5,1
71.75,2
72,3
72.25,4
72.5,5
72.75,6
73,7
73.25,8
73.5,9
73.75,10
74,11
74.25,12
74.5,13
74.75,14
75,15
75.25,16
75.5,17
75.75,18
76,19
76.25,20
76.5,21
76.75,22
77,23
77.25,24
77.5,25
77.75,26
78,27
78.25,28
78.5,29
78.75,30
79,31
79.25,32
79.5,33
79.75,34
80,34
80.25,34
80.5,34
80.75,34
81,34
81.25,34
81.5,34
81.75,34
82,34
82.25,34
82.5,34
82.75,34
83,34
83.25,34
83.5,34
83.75,34
84,34
84.25,34
84.5,34
84.75,34
85,34
85.25,34
85.5,34
85.75,34
86,34
86.25,34
86.5,34
86.75,34
