data_ID, Condition, Dimension, Video_ID
_1x9bfd9ba, None, tension, None_5
Timestamp,Rating
0.25,0
0.5,0
0.75,0
1,0
1.25,1
1.5,1
1.75,2
2,2
2.25,3
2.5,3
2.75,3
3,3
3.25,4
3.5,4
3.75,5
4,6
4.25,7
4.5,8
4.75,9
5,10
5.25,11
5.5,10
5.75,10
6,9
6.25,8
6.5,9
6.75,9
7,10
7.25,11
7.5,12
7.75,13
8,14
8.25,14
8.5,15
8.75,16
9,17
9.25,18
9.5,19
9.75,20
10,21
10.25,22
10.5,23
10.75,24
11,25
11.25,26
11.5,27
11.75,28
12,29
12.25,30
12.5,31
12.75,32
13,33
13.25,34
13.5,35
13.75,36
14,37
14.25,37
14.5,37
14.75,36
15,36
15.25,35
15.5,34
15.75,35
16,35
16.25,36
16.5,37
16.75,38
17,39
17.25,40
17.5,41
17.75,42
18,43
18.25,44
18.5,45
18.75,46
19,47
19.25,48
19.5,49
19.75,50
20,51
20.25,51
20.5,52
20.75,53
21,53
21.25,54
21.5,54
21.75,55
22,55
22.25,56
22.5,57
22.75,57
23,57
23.25,57
23.5,57
23.75,57
24,57
24.25,57
24.5,57
24.75,57
25,57
25.25,57
25.5,58
25.75,58
26,58
26.25,57
26.5,58
26.75,57
27,56
27.25,55
27.5,56
27.75,56
28,55
28.25,55
28.5,55
28.75,55
29,55
29.25,55
29.5,56
29.75,55
30,55
30.25,55
30.5,55
30.75,55
31,56
31.25,56
31.5,56
31.75,56
32,56
32.25,56
32.5,56
32.75,56
33,56
33.25,56
33.5,56
33.75,56
34,56
34.25,55
34.5,55
34.75,55
35,55
35.25,55
35.5,55
35.75,56
36,56
36.25,57
36.5,57
36.75,56
37,56
37.25,57
37.5,58
37.75,57
38,58
38.25,57
38.5,58
38.75,57
39,58
39.25,57
39.5,56
39.75,57
40,56
40.25,55
40.5,56
40.75,55
41,54
41.25,55
41.5,56
41.75,55
42,56
42.25,55
42.5,55
42.75,55
43,55
43.25,55
43.5,55
43.75,55
44,55
44.25,55
44.5,55
44.75,55
45,55
45.25,55
45.5,55
45.75,55
46,55
46.25,55
46.5,55
46.75,55
47,55
47.25,55
47.5,55
47.75,55
48,55
48.25,55
48.5,55
48.75,55
49,55
49.25,55
49.5,55
49.75,55
50,56
50.25,56
50.5,56
50.75,55
51,56
51.25,56
51.5,55
51.75,55
52,55
52.25,55
52.5,55
52.75,55
53,55
53.25,55
53.5,55
53.75,55
54,56
54.25,56
54.5,57
54.75,57
55,56
55.25,56
55.5,57
55.75,56
56,57
56.25,58
56.5,57
56.75,58
57,59
57.25,60
57.5,59
57.75,60
58,61
58.25,60
58.5,60
58.75,60
59,61
59.25,61
59.5,61
59.75,60
60,61
60.25,60
60.5,60
60.75,61
61,61
61.25,62
61.5,61
61.75,62
62,61
62.25,62
62.5,62
62.75,61
63,62
63.25,61
63.5,60
63.75,61
64,62
64.25,63
64.5,63
64.75,64
65,64
65.25,65
65.5,65
65.75,65
66,64
66.25,63
66.5,62
66.75,63
67,62
67.25,62
67.5,61
67.75,60
68,59
68.25,59
68.5,60
68.75,61
69,61
69.25,60
69.5,61
69.75,60
70,61
70.25,60
70.5,60
70.75,60
71,60
71.25,60
71.5,60
71.75,60
72,60
72.25,60
72.5,60
72.75,60
73,60
73.25,60
73.5,60
73.75,60
74,60
74.25,60
74.5,59
74.75,59
75,60
75.25,59
75.5,59
75.75,59
76,59
76.25,59
76.5,59
76.75,59
77,59
77.25,58
77.5,58
77.75,58
78,58
78.25,58
78.5,58
78.75,57
79,57
79.25,57
79.5,57
79.75,57
80,57
80.25,57
80.5,57
80.75,57
81,57
81.25,57
81.5,57
81.75,57
82,57
82.25,57
82.5,57
82.75,57
83,57
83.25,57
83.5,57
83.75,57
84,57
84.25,57
84.5,57
84.75,57
85,57
85.25,57
85.5,57
85.75,57
86,57
86.25,57
86.5,57
86.75,57
87,57
87.25,57
87.5,57
87.75,57
88,57
88.25,57
88.5,57
88.75,57
89,57
89.25,57
89.5,57
89.75,57
90,57
90.25,58
90.5,59
90.75,60
91,61
91.25,62
91.5,61
91.75,62
92,61
92.25,62
92.5,61
92.75,60
93,61
93.25,60
93.5,59
